"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"587",1991,"MA","Total Electric Power Industry","Coal",11985593
"588",1991,"MA","Total Electric Power Industry","Hydro",1114929
"589",1991,"MA","Total Electric Power Industry","Natural Gas",6329862
"590",1991,"MA","Total Electric Power Industry","Nuclear",4416611
"593",1991,"MA","Total Electric Power Industry","Petroleum",16159825
"595",1991,"MD","Total Electric Power Industry","Total",39850884
"596",1991,"MD","Total Electric Power Industry","Coal",22835671
"597",1991,"MD","Total Electric Power Industry","Hydro",1407287
"598",1991,"MD","Total Electric Power Industry","Natural Gas",1517463
"599",1991,"MD","Total Electric Power Industry","Nuclear",9036100
"602",1991,"MD","Total Electric Power Industry","Petroleum",4078506
"603",1991,"MD","Total Electric Power Industry","Wood",160602
"604",1991,"ME","Total Electric Power Industry","Total",17344783
"605",1991,"ME","Total Electric Power Industry","Coal",857960
"606",1991,"ME","Total Electric Power Industry","Hydro",3817231
"607",1991,"ME","Total Electric Power Industry","Natural Gas",49101
"608",1991,"ME","Total Electric Power Industry","Nuclear",6264366
"610",1991,"ME","Total Electric Power Industry","Petroleum",2152209
"611",1991,"ME","Total Electric Power Industry","Wood",3819497
"612",1991,"MI","Total Electric Power Industry","Total",105978124
"613",1991,"MI","Total Electric Power Industry","Coal",66878223
"614",1991,"MI","Total Electric Power Industry","Hydro",1751668
"615",1991,"MI","Total Electric Power Industry","Natural Gas",8499078
"616",1991,"MI","Total Electric Power Industry","Nuclear",27021214
"620",1991,"MI","Total Electric Power Industry","Petroleum",658567
"622",1991,"MI","Total Electric Power Industry","Wood",1214131
"623",1991,"MN","Total Electric Power Industry","Total",42132110
"624",1991,"MN","Total Electric Power Industry","Coal",26783813
"625",1991,"MN","Total Electric Power Industry","Hydro",1037092
"626",1991,"MN","Total Electric Power Industry","Natural Gas",803940
"627",1991,"MN","Total Electric Power Industry","Nuclear",12059055
"629",1991,"MN","Total Electric Power Industry","Petroleum",583697
"630",1991,"MN","Total Electric Power Industry","Wind",237
"631",1991,"MN","Total Electric Power Industry","Wood",424465
"632",1991,"MO","Total Electric Power Industry","Total",60474726
"633",1991,"MO","Total Electric Power Industry","Coal",48211692
"634",1991,"MO","Total Electric Power Industry","Hydro",1119389
"635",1991,"MO","Total Electric Power Industry","Natural Gas",1093001
"636",1991,"MO","Total Electric Power Industry","Nuclear",9979371
"637",1991,"MO","Total Electric Power Industry","Petroleum",119145
"639",1991,"MS","Total Electric Power Industry","Total",25876616
"640",1991,"MS","Total Electric Power Industry","Coal",8790265
"641",1991,"MS","Total Electric Power Industry","Natural Gas",5718936
"642",1991,"MS","Total Electric Power Industry","Nuclear",9132933
"643",1991,"MS","Total Electric Power Industry","Petroleum",396188
"644",1991,"MS","Total Electric Power Industry","Wood",1838294
"645",1991,"MT","Total Electric Power Industry","Total",28553148
"646",1991,"MT","Total Electric Power Industry","Coal",16432520
"647",1991,"MT","Total Electric Power Industry","Hydro",11970007
"648",1991,"MT","Total Electric Power Industry","Natural Gas",32344
"649",1991,"MT","Total Electric Power Industry","Petroleum",19654
"650",1991,"MT","Total Electric Power Industry","Wind",0
"651",1991,"MT","Total Electric Power Industry","Wood",98623
"652",1991,"NC","Total Electric Power Industry","Total",89375284
"653",1991,"NC","Total Electric Power Industry","Coal",50767188
"654",1991,"NC","Total Electric Power Industry","Hydro",5850120
"655",1991,"NC","Total Electric Power Industry","Natural Gas",385907
"656",1991,"NC","Total Electric Power Industry","Nuclear",30312425
"659",1991,"NC","Total Electric Power Industry","Petroleum",275785
"661",1991,"NC","Total Electric Power Industry","Wood",1296373
"662",1991,"ND","Total Electric Power Industry","Total",27679148
"663",1991,"ND","Total Electric Power Industry","Coal",25828747
"664",1991,"ND","Total Electric Power Industry","Hydro",1756684
"665",1991,"ND","Total Electric Power Industry","Natural Gas",940
"667",1991,"ND","Total Electric Power Industry","Petroleum",52646
"668",1991,"NE","Total Electric Power Industry","Total",23000347
"669",1991,"NE","Total Electric Power Industry","Coal",13591228
"670",1991,"NE","Total Electric Power Industry","Hydro",1044671
"671",1991,"NE","Total Electric Power Industry","Natural Gas",303327
"672",1991,"NE","Total Electric Power Industry","Nuclear",8047662
"673",1991,"NE","Total Electric Power Industry","Petroleum",13459
"674",1991,"NH","Total Electric Power Industry","Total",14221341
"675",1991,"NH","Total Electric Power Industry","Coal",3168054
"676",1991,"NH","Total Electric Power Industry","Hydro",1585286
"678",1991,"NH","Total Electric Power Industry","Nuclear",6787851
"680",1991,"NH","Total Electric Power Industry","Petroleum",1592175
"681",1991,"NH","Total Electric Power Industry","Wood",946544
"682",1991,"NJ","Total Electric Power Industry","Total",43526466
"683",1991,"NJ","Total Electric Power Industry","Coal",5237132
"684",1991,"NJ","Total Electric Power Industry","Hydro",21598
"685",1991,"NJ","Total Electric Power Industry","Natural Gas",10592907
"686",1991,"NJ","Total Electric Power Industry","Nuclear",24806606
"689",1991,"NJ","Total Electric Power Industry","Petroleum",2151098
"691",1991,"NM","Total Electric Power Industry","Total",25277222
"692",1991,"NM","Total Electric Power Industry","Coal",22129312
"693",1991,"NM","Total Electric Power Industry","Hydro",237108
"694",1991,"NM","Total Electric Power Industry","Natural Gas",2863662
"696",1991,"NM","Total Electric Power Industry","Petroleum",33012
"697",1991,"NV","Total Electric Power Industry","Total",22065204
"698",1991,"NV","Total Electric Power Industry","Coal",16365730
"699",1991,"NV","Total Electric Power Industry","Geothermal",995408
"700",1991,"NV","Total Electric Power Industry","Hydro",2365050
"701",1991,"NV","Total Electric Power Industry","Natural Gas",2094971
"703",1991,"NV","Total Electric Power Industry","Petroleum",242477
"704",1991,"NY","Total Electric Power Industry","Total",134600499
"705",1991,"NY","Total Electric Power Industry","Coal",26659951
"706",1991,"NY","Total Electric Power Industry","Hydro",27172120
"707",1991,"NY","Total Electric Power Industry","Natural Gas",23074027
"708",1991,"NY","Total Electric Power Industry","Nuclear",28448293
"711",1991,"NY","Total Electric Power Industry","Petroleum",28220555
"713",1991,"NY","Total Electric Power Industry","Wood",320938
"714",1991,"OH","Total Electric Power Industry","Total",134036497
"715",1991,"OH","Total Electric Power Industry","Coal",117502355
"716",1991,"OH","Total Electric Power Industry","Hydro",154224
"717",1991,"OH","Total Electric Power Industry","Natural Gas",364566
"718",1991,"OH","Total Electric Power Industry","Nuclear",14832789
"721",1991,"OH","Total Electric Power Industry","Petroleum",427742
"722",1991,"OH","Total Electric Power Industry","Wood",373031
"723",1991,"OK","Total Electric Power Industry","Total",49099117
"724",1991,"OK","Total Electric Power Industry","Coal",28404639
"725",1991,"OK","Total Electric Power Industry","Hydro",1922137
"726",1991,"OK","Total Electric Power Industry","Natural Gas",18416871
"729",1991,"OK","Total Electric Power Industry","Petroleum",46069
"731",1991,"OK","Total Electric Power Industry","Wood",268133
"732",1991,"OR","Total Electric Power Industry","Total",47444889
"733",1991,"OR","Total Electric Power Industry","Coal",2814199
"734",1991,"OR","Total Electric Power Industry","Hydro",41088337
"735",1991,"OR","Total Electric Power Industry","Natural Gas",1223154
"736",1991,"OR","Total Electric Power Industry","Nuclear",1465368
"738",1991,"OR","Total Electric Power Industry","Petroleum",11000
"739",1991,"OR","Total Electric Power Industry","Wind",539
"740",1991,"OR","Total Electric Power Industry","Wood",750864
"741",1991,"PA","Total Electric Power Industry","Total",172762709
"742",1991,"PA","Total Electric Power Industry","Coal",106028875
"743",1991,"PA","Total Electric Power Industry","Hydro",1920358
"744",1991,"PA","Total Electric Power Industry","Natural Gas",2108889
"745",1991,"PA","Total Electric Power Industry","Nuclear",57475671
"749",1991,"PA","Total Electric Power Industry","Petroleum",4125862
"751",1991,"PA","Total Electric Power Industry","Wood",566951
"752",1991,"RI","Total Electric Power Industry","Total",2925819
"753",1991,"RI","Total Electric Power Industry","Coal",0
"754",1991,"RI","Total Electric Power Industry","Hydro",9946
"755",1991,"RI","Total Electric Power Industry","Natural Gas",2749067
"757",1991,"RI","Total Electric Power Industry","Petroleum",94651
"758",1991,"SC","Total Electric Power Industry","Total",72180007
"759",1991,"SC","Total Electric Power Industry","Coal",23821335
"760",1991,"SC","Total Electric Power Industry","Hydro",3111318
"761",1991,"SC","Total Electric Power Industry","Natural Gas",1081636
"762",1991,"SC","Total Electric Power Industry","Nuclear",43108073
"766",1991,"SC","Total Electric Power Industry","Petroleum",180889
"768",1991,"SC","Total Electric Power Industry","Wood",1377836
"769",1991,"SD","Total Electric Power Industry","Total",6572666
"770",1991,"SD","Total Electric Power Industry","Coal",2727087
"771",1991,"SD","Total Electric Power Industry","Hydro",3828116
"772",1991,"SD","Total Electric Power Industry","Natural Gas",9036
"773",1991,"SD","Total Electric Power Industry","Petroleum",8427
"774",1991,"TN","Total Electric Power Industry","Total",76192806
"775",1991,"TN","Total Electric Power Industry","Coal",48236733
"776",1991,"TN","Total Electric Power Industry","Hydro",10872944
"777",1991,"TN","Total Electric Power Industry","Natural Gas",197260
"778",1991,"TN","Total Electric Power Industry","Nuclear",16586744
"782",1991,"TN","Total Electric Power Industry","Petroleum",172265
"784",1991,"TN","Total Electric Power Industry","Wood",424765
"785",1991,"TX","Total Electric Power Industry","Total",286328708
"786",1991,"TX","Total Electric Power Industry","Coal",120845051
"787",1991,"TX","Total Electric Power Industry","Hydro",2224581
"788",1991,"TX","Total Electric Power Industry","Natural Gas",136442893
"789",1991,"TX","Total Electric Power Industry","Nuclear",19799867
"793",1991,"TX","Total Electric Power Industry","Petroleum",1492995
"794",1991,"TX","Total Electric Power Industry","Solar",371
"795",1991,"TX","Total Electric Power Industry","Wood",1166585
"796",1991,"US-TOTAL","Total Electric Power Industry","Total",3073798885
"797",1991,"US-TOTAL","Total Electric Power Industry","Coal",1590622748
"798",1991,"US-TOTAL","Total Electric Power Industry","Geothermal",15966444
"799",1991,"US-TOTAL","Total Electric Power Industry","Hydro",288994189
"800",1991,"US-TOTAL","Total Electric Power Industry","Natural Gas",381553017
"801",1991,"US-TOTAL","Total Electric Power Industry","Nuclear",612565087
"805",1991,"US-TOTAL","Total Electric Power Industry","Petroleum",119751573
"807",1991,"US-TOTAL","Total Electric Power Industry","Solar",471765
"808",1991,"US-TOTAL","Total Electric Power Industry","Wind",2950951
"809",1991,"US-TOTAL","Total Electric Power Industry","Wood",33725358
"810",1991,"UT","Total Electric Power Industry","Total",30505906
"811",1991,"UT","Total Electric Power Industry","Coal",28887600
"812",1991,"UT","Total Electric Power Industry","Geothermal",186241
"813",1991,"UT","Total Electric Power Industry","Hydro",626965
"814",1991,"UT","Total Electric Power Industry","Natural Gas",549984
"816",1991,"UT","Total Electric Power Industry","Petroleum",51314
"818",1991,"VA","Total Electric Power Industry","Total",54729094
"819",1991,"VA","Total Electric Power Industry","Coal",24821391
"820",1991,"VA","Total Electric Power Industry","Hydro",1080055
"821",1991,"VA","Total Electric Power Industry","Natural Gas",1730887
"822",1991,"VA","Total Electric Power Industry","Nuclear",23886268
"824",1991,"VA","Total Electric Power Industry","Petroleum",2353996
"826",1991,"VA","Total Electric Power Industry","Solar",33
"827",1991,"VA","Total Electric Power Industry","Wood",1193000
"828",1991,"VT","Total Electric Power Industry","Total",5387985
"829",1991,"VT","Total Electric Power Industry","Hydro",1052719
"830",1991,"VT","Total Electric Power Industry","Natural Gas",95341
"831",1991,"VT","Total Electric Power Industry","Nuclear",4108314
"832",1991,"VT","Total Electric Power Industry","Petroleum",5244
"833",1991,"VT","Total Electric Power Industry","Wind",0
"834",1991,"VT","Total Electric Power Industry","Wood",126367
"835",1991,"WA","Total Electric Power Industry","Total",102870562
"836",1991,"WA","Total Electric Power Industry","Coal",7944779
"837",1991,"WA","Total Electric Power Industry","Hydro",89342397
"838",1991,"WA","Total Electric Power Industry","Natural Gas",460424
"839",1991,"WA","Total Electric Power Industry","Nuclear",4229868
"843",1991,"WA","Total Electric Power Industry","Petroleum",31164
"845",1991,"WA","Total Electric Power Industry","Wood",717827
"846",1991,"WI","Total Electric Power Industry","Total",49356737
"847",1991,"WI","Total Electric Power Industry","Coal",34487009
"848",1991,"WI","Total Electric Power Industry","Hydro",2516633
"849",1991,"WI","Total Electric Power Industry","Natural Gas",381590
"850",1991,"WI","Total Electric Power Industry","Nuclear",10991419
"852",1991,"WI","Total Electric Power Industry","Petroleum",164243
"853",1991,"WI","Total Electric Power Industry","Wind",6
"854",1991,"WI","Total Electric Power Industry","Wood",680149
"855",1991,"WV","Total Electric Power Industry","Total",73423735
"856",1991,"WV","Total Electric Power Industry","Coal",71867808
"857",1991,"WV","Total Electric Power Industry","Hydro",1065385
"858",1991,"WV","Total Electric Power Industry","Natural Gas",58808
"861",1991,"WV","Total Electric Power Industry","Petroleum",253047
"862",1991,"WY","Total Electric Power Industry","Total",39298388
"863",1991,"WY","Total Electric Power Industry","Coal",38081345
"864",1991,"WY","Total Electric Power Industry","Hydro",735932
"865",1991,"WY","Total Electric Power Industry","Natural Gas",321763
"867",1991,"WY","Total Electric Power Industry","Petroleum",61417
"868",1991,"WY","Total Electric Power Industry","Wood",50440
